Profundidade,qT,fS,u2,gw ,gnat ,u0,sv0,s'v0,FILE,CPTU,class_Rob
3.947,453.23244461393,54.303,4.453,9.81,11.9,35.77707,47.91246,12.13539,1,1,6
3.958,895.99793182227,54.675,-5.898,9.81,11.9,35.88498,48.04336,12.15838,1,1,6
3.981,713.51455748893,49.469,-7.26,9.81,11.9,36.11061,48.31706,12.20645,1,1,6
4.003,460.96886923893,22.877,-3.084,9.81,11.9,36.32643,48.57886,12.25243,1,1,6
4.025,223.5976111556,15.476,9.174,9.81,11.9,36.54225,48.84066,12.29841,1,1,5
4.047,253.0858570306,14.509,9.992,9.81,11.9,36.75807,49.10246,12.34439,1,1,5
4.069,263.0123776556,14.509,10.627,9.81,11.9,36.97389,49.36426,12.39037,1,1,5
4.092,282.6223429056,13.914,10.99,9.81,11.9,37.19952,49.63796,12.43844,1,1,5
4.115,351.0627872806,14.472,11.535,9.81,11.9,37.42515,49.91166,12.48651,1,1,6
4.137,429.2351842806,15.662,11.989,9.81,11.9,37.64097,50.17346,12.53249,1,1,6
4.148,445.59303598893,15.7,12.352,9.81,11.9,37.74888,50.30436,12.55548,1,1,6
4.17,439.1863609056,11.98,12.716,9.81,11.9,37.9647,50.56616,12.60146,1,1,6
4.193,439.2592569056,12.91,12.988,9.81,11.9,38.19033,50.83986,12.64953,1,1,6
4.216,384.09499869727,13.431,13.442,9.81,11.9,38.41596,51.11356,12.6976,1,1,6
4.238,354.89887282227,12.538,13.714,9.81,11.9,38.63178,51.37536,12.74358,1,1,6
4.26,361.2814279056,10.828,13.26,9.81,11.9,38.8476,51.63716,12.78956,1,1,6
4.282,344.41250019727,11.757,10.99,9.81,11.9,39.06342,51.89896,12.83554,1,1,6
4.293,312.7918447806,14.026,14.35,9.81,11.9,39.17133,52.02986,12.85853,1,1,6
4.316,283.5715989056,17.819,14.532,9.81,11.9,39.39696,52.30356,12.9066,1,1,5
4.339,241.24534686393,24.439,14.35,9.81,11.9,39.62259,52.57726,12.95467,1,1,5
4.361,212.07360898893,28.382,14.713,9.81,11.9,39.83841,52.83906,13.00065,1,1,5
4.383,215.4717825306,29.869,15.258,9.81,11.9,40.05423,53.10086,13.04663,1,1,5
4.405,235.0573597806,27.415,15.53,9.81,11.9,40.27005,53.36266,13.09261,1,1,5
4.428,244.8624764056,22.319,15.712,9.81,11.9,40.49568,53.63636,13.14068,1,1,5
4.451,264.4239336556,19.642,15.894,9.81,12.41,40.72131,53.92179,13.20048,1,1,5
4.473,244.9841484056,19.009,16.166,9.81,12.41,40.93713,54.19481,13.25768,1,1,5
4.484,306.84720169727,18.638,16.438,9.81,12.41,41.04504,54.33132,13.28628,1,1,5
4.506,362.1575199056,17.819,16.529,9.81,12.41,41.26086,54.60434,13.34348,1,1,6
4.529,381.7189771556,17.447,16.711,9.81,12.41,41.48649,54.88977,13.40328,1,1,6
4.552,417.51661411393,17.262,16.802,9.81,12.41,41.71212,55.1752,13.46308,1,1,6
4.574,297.23692107227,20.051,16.983,9.81,12.41,41.92794,55.44822,13.52028,1,1,5
4.596,274.5452902806,21.204,17.256,9.81,12.41,42.14376,55.72124,13.57748,1,1,5
4.618,268.08957119727,21.65,17.437,9.81,12.41,42.35958,55.99426,13.63468,1,1,5
4.641,303.9115961556,22.208,17.619,9.81,12.41,42.58521,56.27969,13.69448,1,1,5
4.653,294.1796435306,22.208,17.71,9.81,12.41,42.70293,56.42861,13.72568,1,1,5
4.675,313.7652207806,22.691,17.982,9.81,12.41,42.91875,56.70163,13.78288,1,1,5
4.698,369.12404698893,22.877,18.254,9.81,12.41,43.14438,56.98706,13.84268,1,1,6
4.719,483.02118494727,23.621,18.527,9.81,12.41,43.35039,57.24767,13.89728,1,1,6
4.741,515.66399236393,23.956,18.981,9.81,12.41,43.56621,57.52069,13.95448,1,1,6
4.764,499.73541019727,24.997,8.085,9.81,12.41,43.79184,57.80612,14.01428,1,1,6
4.787,436.24867998893,26.596,-22.515,9.81,12.41,44.01747,58.09155,14.07408,1,1,6
4.81,465.63937386393,27.935,-22.061,9.81,12.41,44.2431,58.37698,14.13388,1,1,6
4.815,364.87263007227,18.303,-21.879,9.81,12.41,44.29215,58.43903,14.14688,1,1,6
4.819,701.42870618124,26.193,60.204,9.81,12.41,44.33139,58.48867,14.15728,1,1,6
4.83,653.87556984003,27.159,-8.168,9.81,12.41,44.4393,58.62518,14.18588,1,1,6
4.852,445.63236785814,30.242,-9.621,9.81,12.41,44.65512,58.8982,14.24308,1,1,6
4.875,405.66201673653,30.539,-13.344,9.81,12.41,44.88075,59.18363,14.30288,1,1,6
4.898,399.20205314306,26.379,-25.33,9.81,12.41,45.10638,59.46906,14.36268,1,1,6
4.92,441.59280385814,26.565,-24.694,9.81,12.41,45.3222,59.74208,14.41988,1,1,6
4.931,314.95628371292,22.776,-24.603,9.81,12.41,45.43011,59.87859,14.44848,1,1,6
4.953,279.30430818478,20.808,-24.331,9.81,12.41,45.64593,60.15161,14.50568,1,1,6
4.976,224.21481509583,16.202,-23.877,9.81,12.41,45.87156,60.43704,14.56548,1,1,6
4.999,237.2788414697,11.597,-23.604,9.81,12.41,46.09719,60.72247,14.62528,1,1,6
5.022,341.30302446065,12.414,-23.241,9.81,12.41,46.32282,61.0079,14.68508,1,1,6
5.044,221.25921950237,11.411,-22.787,9.81,12.41,46.53864,61.28092,14.74228,1,1,6
5.065,270.07223740437,10.966,-22.424,9.81,12.41,46.74465,61.54153,14.79688,1,1,6
5.088,286.40809937171,10.891,-22.061,9.81,12.41,46.97028,61.82696,14.85668,1,1,6
5.111,357.97951442799,11.597,-21.607,9.81,12.41,47.19591,62.11239,14.91648,1,1,6
5.122,708.90324652244,13.417,-20.971,9.81,12.41,47.30382,62.2489,14.94508,1,1,6
5.145,913.67950891088,15.98,-20.336,9.81,12.41,47.52945,62.53433,15.00488,1,1,6
5.167,946.22982884555,19.917,-20.063,9.81,12.41,47.74527,62.80735,15.06208,1,1,6
5.189,913.58222491088,24.262,-20.699,9.81,12.41,47.96109,63.08037,15.11928,1,1,6
5.212,825.67494788726,34.996,-21.516,9.81,12.41,48.18672,63.3658,15.17908,1,1,6
5.235,744.43328205058,45.061,-21.698,9.81,12.41,48.41235,63.65123,15.23888,1,1,6
5.257,692.37254855511,52.34,-22.061,9.81,12.41,48.62817,63.92425,15.29608,1,1,6
5.28,656.64767702697,59.137,-22.061,9.81,12.41,48.8538,64.20968,15.35588,1,1,6
5.291,611.25282271843,59.768,-21.788,9.81,12.41,48.96171,64.34619,15.38448,1,1,6
5.313,565.88208840989,56.165,-21.425,9.81,12.41,49.17753,64.61921,15.44168,1,1,6
5.336,507.49610372748,53.083,-21.153,9.81,12.41,49.40316,64.90464,15.50148,1,1,6
5.359,488.08297416668,49.889,-20.88,9.81,12.41,49.62879,65.19007,15.56128,1,1,6
5.381,468.64518860587,47.549,-20.699,9.81,12.41,49.84461,65.46309,15.61848,1,1,6
5.403,432.99348107773,45.172,-20.426,9.81,12.41,50.06043,65.73611,15.67568,1,1,6
5.425,394.11817795613,43.092,-20.063,9.81,12.41,50.27625,66.00913,15.73288,1,1,6
5.448,374.70478039532,39.898,-19.791,9.81,12.41,50.50188,66.29456,15.79268,1,1,6
5.46,374.80206439532,36.593,-19.428,9.81,12.41,50.6196,66.44348,15.82388,1,1,6
5.483,365.15646961492,32.433,-19.064,9.81,12.41,50.84523,66.72891,15.88368,1,1,6
5.505,368.47708120839,29.573,-18.792,9.81,12.41,51.06105,67.00193,15.94088,1,1,6
5.527,371.82208080186,26.49,-18.429,9.81,12.41,51.27687,67.27495,15.99808,1,1,6
5.55,371.89524480186,24.485,-18.156,9.81,12.41,51.5025,67.56038,16.05788,1,1,6
5.573,414.18844351693,24.002,-17.884,9.81,12.41,51.72813,67.84581,16.11768,1,1,6
5.596,453.25831463854,25.785,-17.521,9.81,12.41,51.95376,68.13124,16.17748,1,1,6
5.618,466.32234101241,28.83,-17.248,9.81,12.41,52.16958,68.40426,16.23468,1,1,6
5.629,482.63381497974,31.653,-16.976,9.81,12.41,52.27749,68.54077,16.26328,1,1,6
5.652,476.23566779281,34.847,-16.613,9.81,12.41,52.50312,68.8262,16.32308,1,1,6
5.675,482.82838297974,36.37,-16.25,9.81,12.41,52.72875,69.11163,16.38288,1,1,6
5.698,502.46073654054,35.813,-15.705,9.81,12.41,52.95438,69.39706,16.44268,1,1,6
5.721,518.79659850788,35.553,-15.342,9.81,12.41,53.18001,69.68249,16.50248,1,1,6
5.743,535.15684847522,34.141,-14.888,9.81,12.41,53.39583,69.95551,16.55968,1,1,6
5.766,554.76481403602,33.51,-14.434,9.81,12.41,53.62146,70.24094,16.61948,1,1,6
5.789,548.39105484908,33.658,-13.98,9.81,12.41,53.84709,70.52637,16.67928,1,1,6
5.8,532.22564088175,32.693,-13.707,9.81,12.41,53.955,70.66288,16.70788,1,1,6
5.809,395.89448195613,31.653,-13.435,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,370.01004120839,31.207,-13.072,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,370.03442920839,31.021,-12.981,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,363.63628202146,30.687,-12.618,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,357.18962683452,30.167,-12.436,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,357.26252283452,29.796,-12.164,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,354.11235924105,29.573,-11.8,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,344.41772046065,29.35,-11.619,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,341.21878086719,29.127,-11.437,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,338.06834927372,28.904,-11.074,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,334.86940968025,28.83,-10.892,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,338.19002127372,28.719,-10.62,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,341.48651286719,28.533,-10.438,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,338.31169327372,28.496,-10.166,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,335.13687368025,28.273,-9.894,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,338.43336527372,28.162,-9.712,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,331.98671008678,28.087,-9.53,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,338.55503727372,27.976,-9.258,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,325.61295089985,27.976,-9.076,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,328.90917449332,27.827,-8.895,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,335.45338168025,27.753,-8.713,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,329.03084649332,27.605,-8.441,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,329.07962249332,27.493,-8.259,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,322.63269930638,27.382,-8.078,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,316.21043211945,27.382,-7.805,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,325.97796689985,27.27,-7.714,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,322.80314730638,27.27,-7.442,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,326.09963889985,27.345,-7.26,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,326.17253489985,27.233,-6.988,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,319.70149171292,27.122,-6.897,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,323.02210330638,27.233,-6.625,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,323.50879130638,27.493,-4.809,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,323.99547930638,26.713,-2.993,9.81,12.41,54.04329,70.77457,16.73128,1,1,6
5.809,317.96234811945,26.045,-1.268,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,207.95380994156,9.814,0.276,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,208.41610994156,9.74,2.001,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,212.10200553503,9.703,3.636,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,209.26781394156,9.629,5.179,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,216.1770371285,9.814,6.723,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,213.31872553503,9.777,8.176,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,210.46014594156,9.369,9.628,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,210.84954994156,9.369,11.081,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,204.71913475463,8.7,12.443,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.809,205.08415075463,8.774,13.805,9.81,12.41,54.04329,70.77457,16.73128,1,1,5
5.813,206.25236275463,8.923,18.164,9.81,12.41,54.08253,70.82421,16.74168,1,1,5
5.828,573.46318081642,55.46,18.981,9.81,12.41,54.22968,71.01036,16.78068,1,1,6
5.85,576.10253640989,49.295,16.711,9.81,12.41,54.4455,71.28338,16.83788,1,1,6
5.861,533.27387369481,49.257,14.441,9.81,12.41,54.55341,71.41989,16.86648,1,1,6
5.884,503.67941735361,49.815,13.079,9.81,12.41,54.77904,71.70532,16.92628,1,1,6
5.907,503.65502935361,49.592,12.988,9.81,12.41,55.00467,71.99075,16.98608,1,1,6
5.929,461.55639863854,47.289,13.442,9.81,12.41,55.22049,72.26377,17.04328,1,1,6
5.951,432.42424229733,43.055,13.805,9.81,12.41,55.43631,72.53679,17.10048,1,1,6
5.974,425.9775871104,39.118,13.987,9.81,12.41,55.66194,72.82222,17.16028,1,1,6
5.997,403.02462195613,35.627,13.17,9.81,12.41,55.88757,73.10765,17.22008,1,1,6
6.019,429.00634670386,33.287,13.17,9.81,12.41,56.10339,73.38067,17.27728,1,1,6
6.031,451.61868385814,33.101,12.716,9.81,12.41,56.22111,73.52959,17.30848,1,1,6
6.052,441.72947707773,32.173,12.171,9.81,12.41,56.42712,73.7902,17.36308,1,1,6
6.075,431.49964229733,31.541,10.355,9.81,12.41,56.65275,74.07563,17.42288,1,1,6
6.098,444.3444446712,31.504,9.81,9.81,12.41,56.87838,74.36106,17.48268,1,1,6
6.121,483.31703179281,32.544,9.81,9.81,12.41,57.10401,74.64649,17.54248,1,1,6
6.143,454.1119794516,34.104,9.901,9.81,12.41,57.31983,74.91951,17.59968,1,1,6
6.166,418.43561592346,34.364,10.082,9.81,12.41,57.54546,75.20494,17.65948,1,1,6
6.188,415.04210833,34.736,9.538,9.81,12.41,57.76128,75.47796,17.71668,1,1,6
6.2,441.09672907773,35.181,9.81,9.81,12.41,57.879,75.62688,17.74788,1,1,6
6.223,483.46309179281,35.404,10.355,9.81,12.41,58.10463,75.91231,17.80768,1,1,6
6.246,516.03753172748,35.627,10.718,9.81,12.41,58.33026,76.19774,17.86748,1,1,6
6.268,532.42216969481,34.736,11.263,9.81,12.41,58.54608,76.47076,17.92468,1,1,6
6.291,545.52916229804,33.392,11.898,9.81,12.41,58.77171,76.75619,17.98448,1,1,6
6.314,532.71009916844,33.615,12.534,9.81,12.41,58.99734,77.04162,18.04428,1,1,6
6.337,529.66114210135,34.81,13.079,9.81,12.41,59.22297,77.32705,18.10408,1,1,6
6.36,529.80720210135,35.515,13.624,9.81,12.41,59.4486,77.61248,18.16388,1,1,6
6.382,542.91453251564,35.584,14.259,9.81,12.41,59.66442,77.8855,18.22108,1,1,6
6.393,575.56707240989,36.927,14.713,9.81,12.41,59.77233,78.02201,18.24968,1,1,6
6.416,608.19028834456,39.155,15.258,9.81,12.41,59.99796,78.30744,18.30948,1,1,6
6.439,579.08252000336,41.681,15.712,9.81,12.41,60.22359,78.59287,18.36928,1,1,6
6.462,549.87746766215,42.981,15.803,9.81,12.41,60.44922,78.8783,18.42908,1,1,6
6.485,523.89256582124,43.976,15.984,9.81,12.41,60.67485,79.16373,18.48888,1,1,6
6.507,478.59790460587,44.763,16.438,9.81,12.2,60.89067,79.43213,18.54146,1,1,6
6.529,449.53891226467,40.864,17.074,9.81,12.2,61.10649,79.70053,18.59404,1,1,6
6.541,436.65154569642,35.658,17.619,9.81,12.2,61.22421,79.84693,18.62272,1,1,6
6.564,433.59873591402,29.827,18.345,9.81,12.2,61.44984,80.12753,18.67769,1,1,6
6.587,433.79357191402,24.22,19.072,9.81,12.2,61.67547,80.40813,18.73266,1,1,6
6.61,437.2780818908,18.505,19.798,9.81,12.2,61.9011,80.68873,18.78763,1,1,6
6.632,443.87633326122,14.824,20.343,9.81,12.2,62.11692,80.95713,18.84021,1,1,6
6.655,434.34660629733,13.343,20.978,9.81,12.2,62.34255,81.23773,18.89518,1,1,5
6.678,437.7891578908,13.046,21.705,9.81,12.2,62.56818,81.51833,18.95015,1,1,5
6.701,428.17464034922,12.745,22.34,9.81,12.2,62.79381,81.79893,19.00512,1,1,5
6.724,425.13892351693,12.748,22.976,9.81,12.2,63.01944,82.07953,19.06009,1,1,5
6.735,435.05251829733,12.971,23.612,9.81,12.2,63.12735,82.21373,19.08638,1,1,5
6.757,428.7272671104,13.306,24.247,9.81,12.2,63.34317,82.48213,19.13896,1,1,5
6.78,409.37189765481,13.19,24.883,9.81,12.2,63.5688,82.76273,19.19393,1,1,5
6.804,396.54223117573,13.343,25.337,9.81,12.2,63.80424,83.05553,19.25129,1,1,5
6.818,308.95119415211,10.929,25.7,9.81,12.2,63.94158,83.22633,19.28475,1,1,5
6.819,179.7130908196,0,88.897,9.81,12.2,63.95139,83.23853,19.28714,1,1,2
6.82,189.47859894441,0,88.988,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,189.45421094441,0,88.897,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,189.45421094441,0,88.897,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,186.20717090281,0,88.897,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,182.9601308612,0,88.897,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,182.9601308612,0,88.897,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,179.7130908196,0,88.897,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,179.6887028196,0,88.806,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,179.6887028196,0,88.806,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,182.9357428612,0,88.806,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,182.9357428612,0,88.806,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,182.9357428612,0,88.806,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,182.9357428612,0,88.806,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,182.9357428612,0,88.806,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,182.9357428612,0,88.806,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,182.9357428612,0,88.806,9.81,12.2,63.9612,83.25073,19.28953,1,1,2
6.82,195.94829102761,1.378,88.897,9.81,12.2,63.9612,83.25073,19.28953,1,1,3
6.822,313.18236052527,21.244,90.168,9.81,12.2,63.98082,83.27513,19.29431,1,1,5
6.832,494.37013889657,27.965,75.64,9.81,12.2,64.07892,83.39713,19.31821,1,1,5
6.855,448.98447431414,23.955,75.912,9.81,12.2,64.30455,83.67773,19.37318,1,1,5
6.879,413.46186985652,21.393,76.639,9.81,12.2,64.53999,83.97053,19.43054,1,1,5
6.902,384.40868948211,19.536,77.274,9.81,12.2,64.76562,84.25113,19.48551,1,1,5
6.925,371.6397533157,16.9,78.092,9.81,12.2,64.99125,84.53173,19.54048,1,1,5
6.947,358.8705491493,14.82,78.909,9.81,12.2,65.20707,84.80013,19.59306,1,1,5
6.97,349.34838502449,12.629,79.726,9.81,12.2,65.4327,85.08073,19.64803,1,1,5
6.982,343.07326094129,10.996,80.543,9.81,12.2,65.55042,85.22713,19.67671,1,1,5
7.005,330.25554877488,9.696,81.179,9.81,12.2,65.77605,85.50773,19.73168,1,1,5
7.028,330.42572877488,8.768,81.814,9.81,12.2,66.00168,85.78833,19.78665,1,1,5
7.05,311.16271252527,8.248,82.632,9.81,12.2,66.2175,86.05673,19.83923,1,1,5
7.072,324.41833669168,7.505,83.63,9.81,12.2,66.43332,86.32513,19.89181,1,1,5
7.096,321.36613265008,6.948,84.357,9.81,12.2,66.66876,86.61793,19.94917,1,1,5
7.119,302.07846040047,6.874,85.083,9.81,12.2,66.89439,86.89853,20.00414,1,1,5
7.142,305.59323244207,6.502,86.082,9.81,12.2,67.12002,87.17913,20.05911,1,1,5
7.153,302.54076040047,6.243,86.808,9.81,12.2,67.22793,87.31333,20.0854,1,1,5
7.175,302.78410440047,5.871,87.716,9.81,12.2,67.44375,87.58173,20.13798,1,1,5
7.198,299.73190035886,5.945,88.443,9.81,12.2,67.66938,87.86233,20.19295,1,1,5
7.221,303.24667240047,5.834,89.442,9.81,12.2,67.89501,88.14293,20.24792,1,1,5
7.244,306.73705644207,5.574,90.35,9.81,12.2,68.12064,88.42353,20.30289,1,1,5
7.267,306.98040044207,5.574,91.258,9.81,12.2,68.34627,88.70413,20.35786,1,1,5
7.289,320.26041260847,5.5,92.347,9.81,12.2,68.56209,88.97253,20.41044,1,1,5
7.295,274.82624002605,3.718,92.438,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,265.30407590125,3.94,93.255,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,262.15431985964,4.015,93.618,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,259.07772781804,4.163,94.254,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,256.00113577644,4.275,94.89,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,252.92427573484,4.423,95.525,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,246.60064365164,4.46,96.161,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,246.79521165164,4.757,96.887,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,253.43535173484,4.683,97.432,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,250.33437169324,4.757,97.977,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,250.50455169324,4.794,98.612,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,247.40357165164,4.831,99.157,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,247.54963165164,4.906,99.702,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,247.72007965164,4.943,100.338,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,244.61883161003,4.943,100.882,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,228.48118340203,3.42,101.246,9.81,12.2,68.62095,89.04573,20.42478,1,1,4
7.295,182.9738468196,0,101.064,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,189.66249490281,0,101.79,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,189.83294290281,0,102.426,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,190.00339090281,0,103.062,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,190.17357090281,0,103.697,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,187.0725908612,0,104.242,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,187.2186508612,0,104.787,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,187.3888308612,0,105.422,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,187.5348908612,0,105.967,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,187.6809508612,0,106.512,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,187.8270108612,0,107.057,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,187.9730708612,0,107.602,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
7.295,188.1188628612,0,108.146,9.81,12.2,68.62095,89.04573,20.42478,1,1,2
